temperatura_media,humedad_relativa,casos_previos,mosquitos_a_liberar
26.9963209507789,80.94485142059236,56,33206.70323718639
31.60571445127933,76.08289099032362,21,28544.827988889298
29.85595153449124,69.28582848858983,71,39720.94018949111
28.789267873576293,84.41385059120846,89,38560.101216699375
25.24814912353949,80.54193517661638,97,36511.10469107196
25.247956162689626,64.87850818034674,92,36786.940162441744
24.4646688973456,87.32781553481527,17,20641.613142312497
30.92940916619948,84.67611728769506,30,30102.300830317905
28.80892009394567,88.49399739875773,90,38559.30421003462
29.66458062236836,81.7715852516508,96,41820.96887170598
24.16467595436642,78.4024558780737,89,32847.20990063597
31.759278817295957,72.54729108871857,79,38755.76988591189
30.659541126403376,87.9818545006204,81,39307.68256213879
25.69871288542621,85.98191668501225,34,23773.709719021965
25.454599737656807,61.356560103185686,91,38268.24614473575
25.46723607882747,60.79100923491756,98,38270.84720537963
26.433937943676305,71.29390100634149,21,25161.536312746928
28.198051453057904,84.31659992345499,24,23025.972788823365
27.455560149136925,89.61828387944834,68,30708.1466747094
26.329833121584336,64.51250673310585,35,28322.894031986096
28.89482315777904,77.82392146056405,35,25502.58921873973
25.115950885216336,71.42672569893065,56,29551.847183418187
26.337157188281743,89.09743193443809,41,25520.08799924136
26.930894746349534,85.26356769407126,19,21468.58605774238
27.64855987373629,85.14986114133413,25,23933.633911012508
30.28140769114411,74.06079479384911,80,38027.80471866939
25.59739025726688,72.44458507012996,26,25095.187696302382
28.113875507308894,68.20221215792118,32,29498.151379878396
28.73931655089634,61.691264899527816,35,28884.452474155216
24.371603301759983,85.9416712876516,94,34852.96105046335
28.860358815211505,84.38703027390233,95,38096.579316885225
25.36419298949833,89.99153019858392,16,20638.092128643068
24.52041274388224,89.89910511221716,23,21177.511407303835
31.591084298026665,76.66295116807882,88,41229.52694851109
31.725056264596475,83.06962245541531,16,26634.97907747484
30.46717878493169,88.34297189647285,18,25139.11614576173
26.436910153386965,85.48942172032234,57,27669.510147674457
24.781376912051076,67.42044305229592,81,35785.33675442161
29.47386421209725,73.5163240593028,68,34955.27856728454
27.52121994991681,63.87478245454485,96,39573.59243220441
24.976305878758232,88.62153081776167,91,34163.73294252023
27.96141528089016,78.1852390335264,48,30738.439962899796
24.275108168921747,66.85928416510389,27,22397.876537319327
31.274563216630256,80.1510205321757,68,34907.27594200924
26.070239852800132,78.54384721373688,26,22528.857070696915
29.300178274831858,70.74488154098522,23,27249.830539812327
26.49368860871529,63.40672776598887,40,30342.76611992559
28.160544169422487,80.14719586778399,33,25485.90461627093
28.37368223474624,75.6092310271138,69,33316.25736455403
25.478835644204217,83.16955175206918,54,26449.28496815848
31.75667702211647,75.6049050333598,12,24959.46152748115
30.20106258688892,85.5654450095562,46,32050.20954601473
31.515991532513517,76.55720516323457,52,35754.95959155444
31.15861880342119,76.82813914606159,49,33453.56078239544
28.78319983048868,86.29960807975036,99,39485.52625037279
31.37499388018493,72.10448598637191,64,38755.68906841037
24.70794001641536,64.02045685351922,96,37679.80237271994
25.56786289935316,60.86348028940017,48,30170.951579773577
24.361818311284303,82.65411767020856,24,20379.957602541628
26.60264264610612,78.60928654060393,13,21385.95784626949
27.109418317515857,81.12239304297671,95,36759.837367771135
26.170792254191166,66.38892484526733,34,26961.14874155802
30.629900073215435,64.0911442676031,22,28811.723397228445
26.854026613548715,60.43633997003646,91,38115.82938413128
26.247476077499044,70.51762676419791,42,26714.60625155279
28.34156866526599,77.69753060563899,25,27187.77410804084
25.1273937997981,71.76732135299197,51,30122.33041496072
30.41757584603232,73.12424766071187,75,37892.01574329381
24.59640514943817,87.12476083481245,64,28751.68263871909
31.89509549280414,70.44766401069901,51,35450.443566382455
30.177958154373258,75.41968467479433,43,31384.02144505351
25.589725452273377,83.5095903822343,39,23364.46869351132
24.04417693698882,71.8962834696381,22,21682.419267215395
30.523691427638678,78.66260100683621,22,24969.542292354447
29.65485875078094,85.87091126240236,27,25735.083433283085
29.8320573443279,88.48561870972927,41,29688.922619979792
30.170162773487565,64.41220442787113,48,33928.93653862529
24.592357213872724,87.79762875484484,55,26002.52125417875
26.86772582835418,74.76348879238614,38,26532.94000892865
24.92695247620104,67.74733164896875,71,31758.38280230571
30.90482740700475,73.77407268714784,71,37624.57597515389
28.986385014620463,89.40097725856431,66,33219.49294212837
26.647184198821197,74.77854281978608,25,24837.798046371696
24.50846680228819,69.86254830862525,65,30005.31510853588
26.487858573725298,79.00202562950177,19,22761.05220268868
26.601466576213976,67.2043685633458,39,28188.04548436659
29.83684942670451,62.27589984325992,34,30607.548819750384
29.100459770841702,63.86639165731948,93,41054.21478266028
31.09770194061061,63.84137516873317,14,27694.20988801273
27.777719401295595,64.55708080536883,74,36873.75159415229
24.956753967506412,64.1648151794823,58,30979.457317274497
29.70595829778396,79.22624234409643,12,25998.706748201224
30.08628038893518,65.45640253197435,54,33350.61389943148
28.49021758055597,70.3700184997159,23,25613.20833958898
30.16773743963649,86.90365229718036,39,27663.90354965005
27.95036477091513,74.21884920788617,77,36859.48931445437
28.181862635055957,80.02673215563081,27,25244.681913136123
27.4203281468684,65.1695961360489,71,35309.55951529284
24.20335301395276,65.76867056426012,46,26222.147388080102
24.863131415946437,61.226058487994365,34,25213.82157216917
24.251433485493877,65.06805189216493,57,30367.818401704037
29.091283290110244,68.35771017095875,74,37749.745683500354
26.51484784861061,65.3103145283024,62,32272.29433812143
28.068565529317624,62.66107601271167,88,40170.27184752285
31.260531791408745,63.61907613301803,82,42088.52425814482
25.994337833191,73.82336304098177,24,23020.576012406083
27.28306338428504,66.19001155217377,58,30794.98266843145
30.04440910834439,70.92809583144226,97,41452.43789819813
25.83038532393298,75.1025181256457,77,32379.60490798589
24.615839278630343,80.71184485888097,21,21909.089438735155
26.318011623310145,61.17936419523297,68,35138.190420234525
25.289770298032035,83.98231196727127,46,27677.91298146392
31.437581218740583,78.83701168472723,70,35534.324501290685
30.464963036515336,62.45277095846616,52,35691.08685104244
29.06723005208339,86.20735872320331,79,38458.68548914774
30.97168472150174,87.6261720159544,48,32921.05523371694
30.429376615192915,61.83233879564591,65,35094.91311775766
25.49256047108829,68.30632944441611,72,34830.22583504345
31.140471987919824,84.18603839379185,55,33763.55718567258
28.314737935325205,82.44779071150975,97,39237.55975767376
30.4595212413125,65.53563058069132,20,28357.053479826343
31.168730399387947,66.28047970010131,71,37691.67550680733
26.54402779977491,71.11416308374146,86,36635.39386232234
24.880415396221416,74.53568955573064,34,25847.276085752423
25.823481300335533,78.54764314590888,80,34591.11385626794
27.41686230901005,71.06740918709318,61,32568.522862403395
30.544118127379942,73.87604148399444,13,25846.122138908107
30.885844666050748,82.4241281440127,68,35062.03786835067
24.055617044249527,61.10049608671794,81,33995.57954417801
28.085978420620528,67.57310833032062,29,25494.37225195869
27.339288025190232,81.40048757653658,72,34621.68021993038
25.776862483765843,86.85620513061598,63,27505.5314882289
24.958922938669463,75.35032326346999,83,34878.79099194318
26.700921371229025,75.96340455795946,66,33283.99181626714
31.543277631300157,63.21516034019328,99,46340.52621300802
26.58562345616604,73.42237100470363,50,29330.24551885748
28.15032497394693,75.9785179936507,12,23869.101640739387
29.62415167116142,67.27411510904189,15,25736.99351989201
26.909036819034352,68.07729692848143,14,21714.61000849827
31.774256661767687,71.31852489313869,14,28973.13656499181
31.69957835953689,60.6021359333318,63,38142.47893658863
26.014258366602917,69.66237496749535,56,28838.50955238018
27.977988047139085,66.34344020989634,96,40076.82908035967
26.40702647853416,69.82492056533744,58,30597.20973943224
26.278723955019743,63.59286395457754,18,23981.1344776862
24.29509557883626,86.71581842219685,29,23770.561219989304
28.87651467183917,77.80777360662145,70,35618.15592445959
28.021432185830893,80.37306957433469,44,28990.969080393952
24.411830009999917,83.67513715822015,59,30300.092493740456
26.22917171389289,74.95326596787172,91,37912.738657018446
31.26612708773323,62.60760864262271,71,39459.61542760588
25.91649512533578,76.11319625455644,26,23025.76364106204
25.159158976729785,77.60523354062637,97,37114.835698871706
27.915622082220505,82.36318422552989,12,22012.913255574374
31.885203632884807,72.94978638689038,41,32881.65912175476
25.936442172092004,63.82740908386691,22,25268.103688474785
29.37708437924703,68.51327717396174,98,41585.43447871336
30.09295692262974,70.89246889195906,82,39917.25074159735
25.9011003519392,79.37751723994803,77,34312.28861778198
29.82573078889488,77.12334914006736,23,26051.28335806373
26.942265061754025,70.68290177693538,20,23051.353468571386
29.058446644748635,89.59545746378939,65,32948.558975788794
29.06823768608716,78.17324458070661,76,35989.28363776004
28.28619747259807,67.11680375207983,38,30326.84970613159
24.722318160435265,63.05347417861211,18,21015.2024640094
30.682419964713905,64.58577417552996,76,39492.31391568958
26.566240519773885,67.37873185153525,34,29174.415668024834
25.492148083198835,64.82044119778666,85,36423.16049720635
24.32620113243811,65.59701072153918,51,28545.790204589084
28.727143545505932,68.55285506081542,18,26632.54053512152
29.42051489473826,65.20120785884265,88,40037.44504342864
24.13270263142285,86.90296273879275,49,24160.98672879817
28.09674446639425,62.40701236984927,34,28832.554505572065
25.811966201583505,75.73534168710763,14,21303.83586122128
29.1613823232756,72.31190480968985,20,24311.98104759345
25.39493143203993,89.47135850725819,68,30422.867495996885
29.52750190481973,63.36116706504157,97,43661.23569701661
27.0938827704043,71.93566797137225,88,36587.367900243065
31.493839909893875,89.08411299826106,47,32420.984458442585
25.100167553167942,85.96521377681941,81,33595.90983585614
26.72853080840207,84.5121621284784,14,21663.992804084308
24.907788169924714,67.7370848113482,57,30215.08592753145
31.397548946228504,65.12662762170197,99,44440.085942252
31.018714827047848,80.05929659773292,27,27285.28082953396
26.063533021721245,87.88127967382758,79,32628.25859195457
29.27987236827343,76.70288679041789,46,30223.52658736101
30.53777760160973,77.14838068409699,69,36542.68048699248
28.4416064927957,68.39937280980853,57,34094.940117274775
28.23720462684805,83.0847879957581,86,35816.88569910807
25.93481832720361,65.6113124567257,37,26917.93710434843
24.744822142447195,69.71037709212732,78,32310.38278771661
31.17772606362661,72.76309315849251,86,40361.369829954594
31.20334445730664,75.22831136053365,90,42239.25407386512
29.064811658186144,67.27229197245241,49,30947.6374075752
26.712238328389606,63.445104742176106,54,31901.972143874973
26.793676596901285,78.31860127324897,71,31809.65202295166
29.80764543096192,68.65891659720768,67,37008.7341746793
31.17688207962062,77.43714664267837,76,37083.63614577428
31.09669139412094,64.63088145822607,65,37015.79056904171
30.23900436686099,74.43420305564453,49,34492.07844442609
29.1362531692343,75.97768297654758,49,33047.031241346434
24.67311971996039,61.55470610467281,86,35305.124456975966
25.293029712756912,70.09812834581761,42,27073.177464205048
31.188433508216637,64.03244030816923,15,28989.2574962846
28.85143247727672,61.90124911418303,97,42742.60374027889
24.07357641293304,89.69880697169836,28,20430.23146930837
24.811772342928258,69.67061534924169,89,34896.07549396775
29.308014152864445,84.29623337563905,49,31546.49395825847
24.04049267076975,67.63921964291292,68,32007.27401509296
25.28646441133999,80.44508166671788,68,32557.658079062585
28.38987031493269,82.80683579669059,57,29821.93731181056
29.535161581541544,77.86916221823533,50,30495.12057151696
29.21569007602081,74.14728565650475,22,27362.88511251741
25.79415447568448,72.35522742441806,54,27807.101186492506
29.69743377078029,70.46604799628986,98,43489.37892606323
25.8979926999744,87.88587432743478,62,29294.47276124553
26.603197585274145,84.91858223363187,51,27790.425542574278
29.971931240944198,88.95080731999538,72,35682.27910521613
29.19706319237772,63.728916704566345,36,28678.803069685586
30.793787283953424,81.92602425610933,47,32825.19968894085
29.260903138402742,88.15021370463114,69,35935.518765634326
28.54646882668377,65.43699198496981,16,26073.345844001036
24.74939814262474,61.99488802100333,14,21103.40064797027
26.94172642447547,82.23361947870177,54,27980.32876883985
26.121618941453804,77.23419339539736,67,30298.612145711137
25.951917147032667,85.25486330274816,40,24096.787514518543
31.78408443801957,64.19317129878868,32,31752.489031028377
27.144781797334083,83.8580193557967,51,29072.37992502702
31.136372441416903,66.04881960143234,19,29199.933992014667
29.049109007978103,64.90967828597114,41,28962.112192897912
30.358490428333187,64.92797393792979,62,37576.9032649326
28.021096744841536,84.43724160694146,39,28071.77890309276
28.615231077010872,79.955916620886,48,29892.803121860143
27.940141550550912,75.69196274307357,40,27181.18373451145
25.56194390238436,70.76491452370507,91,37934.59309170497
29.779616922092043,86.31601622439325,11,23047.921338415334
26.246178899526846,71.77335322267906,87,36448.824677914505
24.19452773145163,84.49798318414732,86,33328.34138382483
29.163778367257343,73.17404725710655,21,25133.17473576508
25.41688543525639,71.30833288274722,48,27603.871567956423
31.523668674823316,73.88039357008819,75,40000.94621983487
31.6314286160207,69.04133622492427,22,29891.391072024544
31.318915121763588,82.42828140528754,55,34849.19418793007
26.961269602043554,75.08161170277438,36,25497.92868062568
24.12365293223094,66.96638085440452,26,22390.434496061345
31.4265485007018,86.98723719823705,69,36131.43094583029
27.425473186538515,71.51673664119635,73,35298.97836469358
31.73323855234936,76.30658583341966,97,43838.23795865629
31.70895981671402,87.19416332893641,44,31944.97081456332
30.82407564373888,78.72713987741976,79,41217.09561141683
26.355591136556686,63.50694122125092,92,38114.09093428756
27.080781828815404,88.19496370840426,39,25653.46237190644
30.809093372134853,78.83124159214253,80,37769.21954258454
26.53537604125022,70.04716843971258,83,34592.81187135009
25.35594197348874,64.17816217990162,72,32117.808378282803
28.4544100996668,83.82075567810888,37,26753.652606412623
31.489238193286248,78.60218267785541,69,38739.09301993856
29.568238373399783,76.00383275928965,88,39607.01900183268
28.56048936071492,86.81677749152873,46,29272.142278514777
24.777411950166147,83.65791633673592,31,22515.347008290457
28.92005781359336,64.55024639198254,77,38230.3341674169
31.920430800834104,69.35166203386645,29,32187.336744665303
25.12067212189219,67.45467419443398,77,31781.27386618076
28.14663721890989,82.3183887771803,73,35733.13565677724
31.018984575423644,61.00597304207338,26,27603.3488186813
29.926148942033635,77.0966905461395,21,26444.682598941607
29.576125927962146,82.87376057222072,31,29680.65722548449
29.619872671896875,86.30296910285249,26,26870.23370114317
26.87592920975804,70.26245246147722,19,24022.74289893096
26.348734754115945,84.63771914016039,74,34686.90880690287
30.47488924382811,63.31895210865622,31,29639.931134961334
30.48090715743345,85.39356875203555,99,42175.51770469493
30.93657854864083,63.82465986995948,91,43332.22965911877
31.30592442045177,71.91861871681101,59,35391.66041454364
28.090739190887504,83.91886097338661,23,23864.742914052866
28.0121303574976,64.49752282046322,73,35618.59864222794
30.3863614317342,66.87754185697925,56,34985.92222004484
29.19971144622212,81.667577051792,38,29179.645346814235
29.615735018061628,81.60109609638224,85,38578.855681338064
30.366341355488807,79.23442898655892,45,32152.360274262774
31.12004273454053,80.818453334013,61,33269.050115165686
26.703961254812285,76.28173330042789,85,35857.536761026655
27.00466362111955,67.55397176720858,16,22425.847134048046
24.751855518726952,70.37087980511758,38,25616.490050898094
28.626241127969397,65.44793150404277,20,26368.365406237444
24.287538190373937,87.25351684000884,42,23846.564391415595
27.72478414505968,77.50175384298362,15,23484.887771293383
28.34115707766061,72.02554250290919,88,39736.41554563372
26.292330017026277,73.86017410932398,41,27045.792083787564
28.72666608455209,88.41850018835446,60,30833.121177616937
24.244001999512395,64.6005420934824,84,33002.69021924467
24.298785509993717,77.58689496050391,67,29976.206189273453
30.580804485277262,75.17666036653398,96,42505.00515013741
26.881525131290104,78.34362706303943,35,25077.638535466183
25.01648410121508,60.54330551462522,55,30687.920372915592
28.177946080438435,86.16371726832455,38,26702.61746778141
30.159948424788887,87.96354847450837,13,22307.160712166897
25.726568219974745,76.95399550767627,90,37287.60501155231
28.983123806552,80.89952471630677,22,26437.15925412349
24.682779719950144,87.67498143531887,48,23499.68213975516
24.413453769348862,81.21715902940196,24,20529.13758475497
28.250837052545183,64.57617128742784,38,28791.63624238812
28.32508097288085,77.2886508050044,38,29835.70455179792
29.09943921198565,78.20145139148568,84,37980.00136279543
29.80873066978129,72.72392013907158,41,29240.460457818717
31.80681663570028,82.09332706874169,11,26679.588711066983
28.13040278640956,88.03101044307044,56,29296.52619633644
26.58365178352997,87.76705538720329,87,34946.60575408788
30.36148955814963,73.52518114212396,93,40839.20256605635
26.166658010096597,63.39714137522266,31,25466.488774294387
27.51177136564509,89.54523596887003,84,36294.50585832203
24.627651050738127,85.16694259337802,36,24832.28695273249
24.20280594732366,63.739880436098005,76,31754.44915733448
31.7011873174234,87.62525647852117,90,41564.7380950791
30.68784096409765,86.09689086186384,65,34345.39824822127
29.567793648749586,75.56514171378217,30,27309.60756734729
27.27162355531416,77.73826307234788,56,31188.433469502088
25.386354560566765,71.97008111610391,89,34961.44368324267
25.25149634136869,61.64284916466094,68,33157.814025677646
26.00194318531676,70.05591724937703,93,38326.4648168888
28.393813317648963,84.08560345794035,15,22552.72071015591
29.716767381600494,60.13896069013808,28,30629.94941460036
29.28157901374185,70.00497515073432,66,34208.25688660691
26.239471175567544,71.9450608077283,78,35990.371285406385
31.63892224530555,76.12186808813769,12,24482.74800700665
29.903175333566143,87.59566849238281,10,25843.322624747376
28.434832420091205,70.39037983097884,67,34389.59219837149
28.893765969874817,70.40859605688684,47,30090.59920779852
27.35680049942232,82.12503744329246,24,23711.624846573075
25.981847916009254,73.56653822669422,43,26178.716150715405
26.84778142921009,66.73814468819945,70,34560.93225924469
30.062768883714952,73.57318548398081,44,32873.107666787015
24.115147909038047,64.22571061139399,73,31299.12062184197
24.92858112405533,65.2916095951867,34,25778.819403710662
24.368021136174026,74.95103318218439,33,21940.182449059823
24.32583041855176,72.56776348513644,21,22302.00880326673
30.84368467208806,87.445377032043,27,27915.38333581135
29.62926287504019,70.871816973499,24,28418.264499020614
27.793390632698603,77.4176505083413,89,37729.27867922337
24.782673285208013,78.96792863758591,36,23650.72382359467
27.932927000934654,60.39283369765001,81,38909.761067227
27.787774166244525,79.90612116050131,69,32289.11352863598
25.38561495928012,65.34107900609254,55,28108.68272693729
27.470813193903783,88.83210952408365,98,38182.64025745538
27.18803787517899,64.4598818325934,26,25552.453085060853
28.926800784417733,72.43872371181071,62,34636.76174501821
29.08074920694115,62.56049004235932,17,27316.251627019214
24.362432078176354,89.90622755537842,88,33504.82340178965
26.99690091701177,75.06585030993728,36,27702.219197844788
29.00687932571389,77.86155051960131,55,32541.776607085925
28.0250900686407,62.01229432165282,59,34118.45638479651
30.85191872950658,82.49881411197534,80,38485.38010847677
29.26954905295156,66.29716779286757,12,25504.877734679987
25.30347541665144,86.94162868322141,73,31375.965376892804
24.56454997920344,66.15418921446022,53,28874.30785428648
29.139354225650525,65.72063161991,62,34800.56703057269
24.212090484332972,61.09649003544285,33,25511.370681259992
28.686204650187705,74.16200835329998,69,34359.551265022754
31.52184193139966,76.94523399787849,12,26208.9695107077
28.603793423007037,61.971259182850574,29,29518.45140492956
27.105359409652173,83.26582850085032,55,28830.05473664601
29.146305747538825,73.59866504244083,24,24424.593781542117
27.66602312393213,75.7317080798274,34,27259.30948224737
28.36493431452748,73.22288240814684,87,38185.691583359294
31.5317184702122,72.02289182625978,80,41340.29152795806
27.088821102406197,76.78920993924653,26,24479.385028584544
31.689524510591312,64.65720737792138,93,43219.46470123586
31.24280513564851,65.45784391485813,18,28221.203348344483
25.56632907831437,85.85356863040552,47,27474.04080188704
24.554890407001324,88.38346386400897,57,27691.913647792804
24.806224011019413,71.19927948839259,69,29052.39380563212
24.1457746052124,68.12234019430662,72,31919.30807786851
24.755543686047428,79.31998629717047,95,36059.307188731786
29.464054187330856,72.2620251329429,11,24419.60170883604
24.56950918768183,60.761590669810346,97,37282.460229132215
26.55180504235009,64.68457792098572,81,37477.879124757965
30.75900248775564,81.47916686542193,20,27855.11974934831
24.186175485886608,79.76771825730454,73,28606.24319933029
30.515747860711485,60.812879775104506,86,40836.50040545959
26.2548381981872,66.65916485798849,90,37444.19106110263
24.94531862097325,66.93224389764214,81,35400.60243492571
29.573897322913204,80.15678230796185,30,27593.071968508782
29.03154277423907,60.59131613263092,27,27688.81736081106
31.019776108216423,63.123257459537214,73,40016.98393957008
29.880568350431087,83.99748256119568,91,39469.48400876053
30.42784744307879,65.35633986163,47,33174.81259776084
26.25627658057045,79.58238323555624,41,26470.87982361076
25.41951635023778,67.1454834314018,20,23279.276447936085
30.00491801312687,62.983241782780354,54,34198.04423317504
30.454677914138117,67.29516572998362,98,44012.10783378697
31.924041136005386,81.66800795566978,42,32084.17137203133
27.30094141529141,85.67089404318857,50,27666.83542455468
26.976144686342263,84.90659593700974,17,21848.70878694585
30.21130368593597,71.91550588855364,20,26004.539693935392
26.72642832202414,80.04255409711939,95,37763.15970208815
31.44605860482852,66.14952886247463,60,37660.57964781253
30.86730201474409,68.7944319078304,97,42314.22981795894
27.431952219000145,86.89007455563359,50,29107.218169241223
30.00696854233198,60.39005770532208,26,28338.92531344656
30.036342992677454,62.56525592563404,85,40981.5179600306
24.82499095068746,66.23658765438083,55,30061.536427269864
31.22042325343653,60.79596611621459,41,31211.313567705027
28.042018979582856,65.44306305269392,88,37983.23684744212
30.61165972886193,77.49124682909077,89,40293.55560084294
26.560396808244896,72.64273651777494,63,32211.16364564902
31.164185827969604,86.78015133230925,95,41319.787365380354
27.113613429873304,84.52330685215323,29,24415.401962677068
24.08670121184239,70.25452055093628,42,27504.233682100017
31.24305581135411,67.78270300293877,83,39852.328232211
24.73029341428907,71.39077224501801,49,28526.701206150043
26.55450910072332,77.70884827544424,41,26633.64614602448
31.60049573640644,68.0419092246863,11,27545.779606436543
31.60485717550045,78.72446723547402,42,34261.35700769865
28.58750310498629,72.2823495657372,86,39247.94617209799
29.054697697358392,76.5614154255594,39,29571.051864592457
27.58756417582656,73.0837958740595,42,30278.30692356998
26.34568617358452,68.83397278625753,86,37787.087539551954
26.62931636295933,88.4535992088647,35,23984.562365911428
29.38014764861631,82.90817382479283,31,27583.85500859088
30.01899623550144,64.20339527299357,75,36881.16097406133
30.332632349806783,86.05403927693739,47,30587.075033738794
30.31694514235643,74.62293594748542,99,42968.70451520776
24.72964882438952,86.83656680682274,55,26443.88679092599
27.95536243762065,83.99565767841946,24,24629.16341575063
24.46047008013316,72.756405134077,53,27771.44495107242
28.396231058589883,60.67407924960352,58,34465.239866024574
27.53224401098701,68.06032078154838,84,37102.01291080407
31.1016334620664,76.24902643982601,70,36536.581903647086
26.80732010041663,79.00434659478442,76,35585.01226711145
24.936536131420848,67.73663056299607,15,20667.1763324313
25.143933456422687,64.18068222218473,18,22985.87582732133
30.09208505373978,85.04790710397897,15,26022.54136981442
28.94574450653009,89.53206542110657,82,36555.20796341696
24.808981408982323,75.77070546908058,41,24575.604292631117
24.672854448919978,65.15037857544911,50,27979.206616827723
29.60775305167296,68.16921979558107,85,40808.37198872161
24.58210405091355,60.551720296424,17,22133.17956700901
30.57488047432285,87.42896419681497,81,36826.84226243708
29.64993781725197,63.53253248670424,59,35693.328402115265
24.6507902451352,77.2954942654276,71,31890.772287643435
24.678701712681537,68.22165662061619,93,36101.22416450198
31.8931166280094,76.6253400754738,71,39040.82699606677
26.99416636604896,79.54261165055593,16,22484.92379645384
26.965137176535126,84.89225411121605,84,35078.48222677148
30.50239653806002,66.19263815281809,93,41189.59697918455
31.57798861907087,60.32987485975441,89,44422.95502820118
31.888008510582967,64.10656890206423,13,28836.56262029637
30.027025482071533,87.00055925544315,15,24910.85585090253
27.010076684247327,86.21670232687546,67,33332.932455237875
24.66800573358935,77.92239306510925,31,24020.96015409202
30.217175327419493,78.0155058130096,35,30102.190752270097
28.46723399788644,79.95110023638766,12,20658.896626220845
27.39377607397581,65.26113835870349,50,32064.557189907875
31.250835080757888,87.4323583777488,69,36390.679757265054
24.88957985844921,72.5631157467622,23,22545.75996403013
27.94100083432687,71.49415584748492,84,37910.918439271765
24.090829158139357,75.56753115848512,91,35507.90878593312
27.74928513595301,61.40897900325165,21,26930.56226442953
24.450426205454697,64.98850106268239,96,37785.817242245685
24.950543330144576,82.14100849279112,21,21411.72807018536
24.94020997421684,62.4839600377538,22,23323.326709737037
29.19368241692851,78.09456328399165,34,24832.615571624665
29.968359034123388,67.36047329043963,54,33744.72068562924
28.66695012077728,71.6788684212593,28,26157.473761300706
31.697380387796336,68.660812103121,64,38842.038716423325
26.998964636189637,70.67018149394848,54,31350.983685081075
26.285696690254888,81.57137715552736,17,21070.42198748842
30.948793025515684,68.91365146869525,62,36099.71069637691
25.78876670815562,76.99213920890692,64,30495.57142396251
31.70578031552489,74.28151206597299,41,32065.802954608676
24.09723579751853,79.91013496087945,60,26661.664857905787
31.75903061366111,88.10489217974273,53,31887.261902409067
24.34527929560461,81.9771629163075,91,34376.6097763556
31.129144909584568,66.4482113577227,79,41359.63791317165
28.2216088726904,60.93549405183854,27,26990.36977007868
31.943718368954404,67.86792132899475,92,43860.37098697897
24.59037251788319,77.85233792100765,31,23739.39964295915
28.430834275210564,61.54277440452751,46,30483.17862917396
31.754420284952797,74.89098741603709,65,37245.34611462918
28.18478275336119,77.90528546750667,68,33327.733725337
29.0351891050821,70.02731672450882,12,26038.57692446251
29.565989511876936,83.12736611237466,37,30215.71240750158
27.636328518142182,63.19794759401316,83,36924.190918866014
29.020464640672508,62.25413345207426,44,31980.93567854941
28.6745144953848,81.8456626861081,70,35557.54752758649
31.209264083927916,74.86473948618595,63,37171.119635685645
24.363571042731664,80.65207189283208,72,30779.926888432823
26.24770551673784,73.04482015811239,88,37849.78096269095
31.60329187261247,67.3920609971732,16,27159.57108390572
31.12211027112733,84.573069530226,85,39361.71037371003
27.645254022285705,83.98247636906937,58,29969.363965619195
28.961060782412293,80.8408941256328,94,40459.46486454963
26.21904946384906,68.16435411689888,40,26819.977177859724
25.50496927779009,77.70692000607261,67,30963.028101745746
27.709587239519852,70.8292169082008,70,35244.33591696552
26.826817824208423,62.747462199799024,33,27850.32151800634
28.669248894806977,87.51940726386728,29,24810.181822165
24.62187709571988,64.10455892756885,46,28468.076486735787
31.795158461329333,88.50712061462407,13,26000.136068534182
31.889685955836825,73.38017318873867,29,29269.96579738256
